partition,bvid,text,label
生活区,life_4,快乐就是这么简单确实#1903,
学习区,learn_5,终于把公式理解了确实#2168,
学习区,learn_2,讲得有点快跟不上哈哈#528,0
生活区,life_1,这个视频太治愈了同感#238,
学习区,learn_1,讲解细节很到位确实#495,
学习区,learn_4,这个公式太痛苦期末人破防#1621,
生活区,life_1,看着很舒服第87遍看#281,1
生活区,life_2,好喜欢这种日常弹幕护体#796,
生活区,life_5,这种分享很真实期末人破防#2010,
学习区,learn_4,越学越焦虑确实#1706,0
生活区,life_2,快乐就是这么简单三连了#605,
学习区,learn_3,学会了感谢分享弹幕护体#1199,
生活区,life_4,快乐就是这么简单第73遍看#1528,
学习区,learn_3,太难了完全听不懂三连了#1328,
生活区,life_3,内容有趣支持打卡15#1276,
学习区,learn_5,太难了完全听不懂期末人破防#2203,
生活区,life_1,剪辑有点乱同感#72,
生活区,life_5,这个视频太治愈了姐妹们#2053,
学习区,learn_2,复习效率太低了同感#930,
生活区,life_4,内容有趣支持确实#1508,
学习区,learn_2,学会了感谢分享救命#507,
学习区,learn_3,这个方法太有用了收藏哈哈#1235,
学习区,learn_5,讲得有点快跟不上同感#2472,
生活区,life_1,真的很放松三连了#34,
学习区,learn_4,这个公式太痛苦姐妹们#1800,
学习区,learn_2,太难了完全听不懂弹幕护体#892,
生活区,life_4,真的很放松哈哈#1982,
生活区,life_4,画面好看点赞救命#1857,
学习区,learn_4,这节课效率很高姐妹们#1698,
生活区,life_1,看完心情变好了同感#471,
学习区,learn_3,备考压力好大想哭哈哈#1085,
学习区,learn_5,例题很经典收获很多姐妹们#2200,1
生活区,life_3,看完心情变好了弹幕护体#1258,
学习区,learn_3,这个公式太痛苦打卡5#1460,
生活区,life_5,看着很舒服姐妹们#2173,
学习区,learn_3,学会了感谢分享确实#1265,
生活区,life_2,看着很舒服救命#892,
学习区,learn_5,笔记已经记好了弹幕护体#2291,
学习区,learn_2,讲得有点快跟不上救命#891,
生活区,life_5,看着很舒服期末人破防#2118,
学习区,learn_5,思路很清晰适合复习救命#2345,
学习区,learn_2,太难了完全听不懂姐妹们#760,0
学习区,learn_4,学不会有点烦弹幕护体#1871,
生活区,life_3,看完没什么收获第4遍看#1362,0
生活区,life_1,这个视频太治愈了打卡50#147,
生活区,life_3,好喜欢这种日常期末人破防#1180,1
生活区,life_1,看完心情变好了打卡1#98,
生活区,life_1,真的很放松救命#480,
学习区,learn_5,这个知识点让我崩溃救命#2258,
生活区,life_2,这种分享很真实打卡3#585,
生活区,life_4,剪辑有点乱第25遍看#1577,
学习区,learn_4,这个方法太有用了收藏三连了#1581,
生活区,life_5,看着很舒服三连了#2331,
生活区,life_2,这种分享很真实三连了#910,
学习区,learn_5,讲解细节很到位救命#2332,
生活区,life_1,生活感满满很温暖哈哈#253,
学习区,learn_2,知识点总结很完整弹幕护体#954,1
生活区,life_3,看着很舒服打卡30#1291,1
学习区,learn_3,作业好多真的累三连了#1029,
生活区,life_1,体验一般期末人破防#82,
学习区,learn_2,老师讲得很清楚终于懂了姐妹们#539,
生活区,life_2,看完心情变好了第76遍看#658,
学习区,learn_2,老师讲得很清楚终于懂了确实#857,1
学习区,learn_4,例题很经典收获很多同感#1673,1
学习区,learn_5,知识点总结很完整哈哈#2254,
生活区,life_4,真的很放松三连了#1959,
生活区,life_1,看完心情变好了确实#67,
学习区,learn_1,学会了感谢分享打卡42#42,
生活区,life_5,快乐就是这么简单第86遍看#2414,
学习区,learn_2,学不会有点烦三连了#899,
生活区,life_4,感觉不太真实确实#1920,
生活区,life_5,这种分享很真实救命#2424,
生活区,life_2,快乐就是这么简单第35遍看#811,
学习区,learn_5,终于把公式理解了哈哈#2070,
学习区,learn_1,讲得有点快跟不上同感#227,
学习区,learn_5,老师讲得很清楚终于懂了救命#2302,
学习区,learn_5,这个方法太有用了收藏三连了#2424,1
生活区,life_4,剪辑有点乱同感#1503,
生活区,life_4,快乐就是这么简单确实#1916,
学习区,learn_4,越学越焦虑哈哈#1929,0
生活区,life_1,这种分享很真实救命#483,
生活区,life_3,快乐就是这么简单救命#1476,
学习区,learn_3,学会了感谢分享确实#1369,1
生活区,life_3,体验一般救命#1220,
学习区,learn_3,备考压力好大想哭哈哈#1355,
学习区,learn_5,终于把公式理解了第46遍看#2083,
学习区,learn_4,复习效率太低了救命#1858,
学习区,learn_1,看到题目就迷茫第48遍看#145,
学习区,learn_1,学不会有点烦哈哈#395,
学习区,learn_3,思路很清晰适合复习期末人破防#1056,
生活区,life_1,剪辑有点乱同感#80,
学习区,learn_2,学会了感谢分享姐妹们#997,
学习区,learn_1,思路很清晰适合复习同感#156,
生活区,life_2,看着很舒服确实#665,
学习区,learn_3,学不会有点烦姐妹们#1147,
学习区,learn_2,复习效率太低了姐妹们#881,
学习区,learn_1,笔记已经记好了第58遍看#155,
生活区,life_4,感觉不太真实第90遍看#1933,
生活区,life_3,内容有趣支持姐妹们#1373,
生活区,life_3,这个视频太治愈了第43遍看#1498,
学习区,learn_3,这个公式太痛苦救命#1364,
学习区,learn_3,例题很经典收获很多哈哈#1052,
学习区,learn_5,作业好多真的累救命#2107,
生活区,life_2,这个视频太治愈了三连了#853,
学习区,learn_5,这个公式太痛苦哈哈#2205,0
生活区,life_3,真的很放松确实#1387,
生活区,life_4,这个视频太治愈了同感#1672,
学习区,learn_1,学不会有点烦姐妹们#392,
生活区,life_4,好喜欢这种日常确实#1815,
学习区,learn_3,这个知识点让我崩溃弹幕护体#1476,
学习区,learn_1,这节课效率很高同感#289,
学习区,learn_5,复习效率太低了哈哈#2134,
学习区,learn_3,终于把公式理解了同感#1292,
学习区,learn_2,太难了完全听不懂确实#619,
生活区,life_1,有点尴尬救命#224,
生活区,life_2,画面好看点赞确实#764,
学习区,learn_3,这个公式太痛苦同感#1498,
生活区,life_2,生活感满满很温暖期末人破防#766,1
生活区,life_3,看完心情变好了救命#1297,
学习区,learn_3,太难了完全听不懂第12遍看#1273,0
生活区,life_1,节奏太慢有点烦三连了#276,0
生活区,life_1,这个视频太治愈了三连了#120,
学习区,learn_2,看到题目就迷茫救命#819,0
学习区,learn_4,越学越焦虑弹幕护体#1946,0
学习区,learn_3,这个公式太痛苦救命#1489,
生活区,life_2,节奏太慢有点烦第6遍看#782,
生活区,life_5,内容有趣支持期末人破防#2186,1
生活区,life_4,看着很舒服打卡62#1905,
学习区,learn_2,知识点总结很完整同感#571,
生活区,life_5,剪辑有点乱打卡28#2162,0
学习区,learn_3,看到题目就迷茫救命#1154,
学习区,learn_1,作业好多真的累期末人破防#499,
学习区,learn_1,例题很经典收获很多期末人破防#181,
学习区,learn_5,这个知识点让我崩溃同感#2494,
学习区,learn_3,作业好多真的累弹幕护体#1444,
生活区,life_3,看完心情变好了哈哈#1324,
生活区,life_3,标题党无语弹幕护体#1257,0
学习区,learn_4,越学越焦虑三连了#1834,
学习区,learn_5,知识点总结很完整第65遍看#2490,
生活区,life_1,标题党无语姐妹们#418,0
学习区,learn_1,这个公式太痛苦哈哈#115,
生活区,life_1,体验一般打卡31#225,
学习区,learn_5,这个知识点让我崩溃三连了#2319,0
学习区,learn_4,看到题目就迷茫期末人破防#1851,
生活区,life_3,这种分享很真实三连了#1391,
学习区,learn_3,复习效率太低了第34遍看#1101,
生活区,life_1,画面好看点赞同感#252,
生活区,life_2,看完没什么收获姐妹们#625,
学习区,learn_3,这个公式太痛苦三连了#1453,
学习区,learn_1,这个公式太痛苦确实#44,1
生活区,life_3,画面好看点赞打卡96#1454,
生活区,life_4,有点无聊看不下去同感#1851,
生活区,life_4,真的很放松同感#1651,
生活区,life_5,好喜欢这种日常救命#2017,
生活区,life_5,内容太水了没用救命#2024,
生活区,life_3,内容太水了没用确实#1038,
生活区,life_2,生活感满满很温暖打卡0#582,
学习区,learn_4,笔记已经记好了确实#1802,
生活区,life_4,看着很舒服三连了#1849,
学习区,learn_3,太难了完全听不懂期末人破防#1384,
生活区,life_1,看完心情变好了哈哈#282,
学习区,learn_2,讲得有点快跟不上打卡88#573,
学习区,learn_1,学不会有点烦弹幕护体#433,
生活区,life_1,这种分享很真实第35遍看#229,
生活区,life_3,画面好看点赞哈哈#1266,
生活区,life_4,画面好看点赞确实#1530,
学习区,learn_3,这个知识点让我崩溃确实#1212,
生活区,life_2,好喜欢这种日常第22遍看#604,
学习区,learn_4,看到题目就迷茫确实#1756,
生活区,life_5,真的很放松救命#2093,
生活区,life_2,这种分享很真实救命#713,1
生活区,life_4,画面好看点赞三连了#1646,
生活区,life_1,内容有趣支持救命#439,
生活区,life_1,感觉不太真实期末人破防#450,
学习区,learn_2,作业好多真的累确实#882,
生活区,life_2,真的很放松期末人破防#981,
学习区,learn_2,知识点总结很完整三连了#956,
学习区,learn_5,讲解细节很到位哈哈#2075,
生活区,life_2,感觉不太真实救命#719,0
学习区,learn_5,终于把公式理解了确实#2317,
生活区,life_3,看着很舒服确实#1023,
学习区,learn_3,笔记已经记好了同感#1485,1
生活区,life_5,真的很放松确实#2116,
生活区,life_2,画面好看点赞哈哈#589,
生活区,life_1,看完心情变好了同感#81,
生活区,life_2,看着很舒服期末人破防#759,
学习区,learn_3,太难了完全听不懂期末人破防#1287,0
生活区,life_4,看着很舒服哈哈#1734,
学习区,learn_1,太难了完全听不懂打卡0#485,0
生活区,life_1,看着很舒服三连了#234,
生活区,life_1,这种分享很真实第77遍看#271,1
学习区,learn_2,太难了完全听不懂三连了#818,
生活区,life_4,快乐就是这么简单三连了#1582,
学习区,learn_3,这个方法太有用了收藏哈哈#1219,1
学习区,learn_1,太难了完全听不懂姐妹们#63,
生活区,life_5,有点无聊看不下去姐妹们#2325,
学习区,learn_2,这个方法太有用了收藏弹幕护体#552,
生活区,life_5,真的很放松第51遍看#2185,
学习区,learn_4,太难了完全听不懂三连了#1836,
学习区,learn_3,知识点总结很完整哈哈#1338,
学习区,learn_5,终于把公式理解了姐妹们#2029,
生活区,life_4,生活感满满很温暖同感#1578,1
生活区,life_2,画面好看点赞确实#690,
学习区,learn_2,老师讲得很清楚终于懂了同感#853,
生活区,life_5,看完心情变好了同感#2157,
生活区,life_4,内容有趣支持同感#1661,1
学习区,learn_5,这节课效率很高打卡80#2214,
学习区,learn_5,学会了感谢分享弹幕护体#2163,
学习区,learn_1,老师讲得很清楚终于懂了第74遍看#462,
学习区,learn_5,复习效率太低了姐妹们#2470,
生活区,life_3,看着很舒服期末人破防#1002,
学习区,learn_2,知识点总结很完整第91遍看#964,
生活区,life_4,快乐就是这么简单哈哈#1750,
生活区,life_3,看完心情变好了弹幕护体#1273,
学习区,learn_3,学不会有点烦救命#1115,0
生活区,life_2,体验一般打卡15#985,
生活区,life_2,这个视频太治愈了确实#556,1
学习区,learn_4,知识点总结很完整同感#1645,
生活区,life_1,这个视频太治愈了同感#250,
学习区,learn_2,看到题目就迷茫救命#520,
学习区,learn_4,讲解细节很到位弹幕护体#1612,
生活区,life_5,内容太水了没用同感#2251,0
生活区,life_3,有点尴尬哈哈#1027,0
学习区,learn_2,越学越焦虑姐妹们#640,
生活区,life_5,生活感满满很温暖同感#2494,1
生活区,life_1,这种分享很真实期末人破防#402,1
生活区,life_2,内容太水了没用确实#820,
学习区,learn_1,这个公式太痛苦姐妹们#22,
学习区,learn_4,备考压力好大想哭确实#1750,
学习区,learn_4,这个知识点让我崩溃救命#1737,0
学习区,learn_1,这节课效率很高三连了#114,1
生活区,life_3,生活感满满很温暖同感#1277,
学习区,learn_4,这个知识点让我崩溃打卡67#1716,
学习区,learn_2,越学越焦虑打卡16#598,
生活区,life_3,有点无聊看不下去姐妹们#1268,
生活区,life_5,快乐就是这么简单三连了#2061,
生活区,life_2,画面好看点赞三连了#699,
学习区,learn_2,知识点总结很完整姐妹们#585,
生活区,life_2,有点无聊看不下去姐妹们#987,0
生活区,life_1,节奏太慢有点烦弹幕护体#132,
学习区,learn_5,越学越焦虑同感#2389,
学习区,learn_2,老师讲得很清楚终于懂了确实#700,
生活区,life_2,生活感满满很温暖三连了#881,1
生活区,life_3,生活感满满很温暖打卡14#1275,
生活区,life_4,快乐就是这么简单第21遍看#1767,
学习区,learn_2,思路很清晰适合复习哈哈#558,
学习区,learn_3,笔记已经记好了确实#1030,
生活区,life_2,看着很舒服姐妹们#800,
生活区,life_1,内容有趣支持救命#417,
生活区,life_5,真的很放松救命#2045,
学习区,learn_5,这节课效率很高救命#2442,
学习区,learn_1,讲得有点快跟不上姐妹们#28,
生活区,life_1,节奏太慢有点烦第70遍看#264,
生活区,life_1,剪辑有点乱弹幕护体#360,0
生活区,life_4,快乐就是这么简单期末人破防#1631,1
学习区,learn_1,学会了感谢分享哈哈#162,
生活区,life_2,看完心情变好了三连了#613,
生活区,life_5,感觉不太真实同感#2217,0
学习区,learn_5,学不会有点烦哈哈#2062,
学习区,learn_4,老师讲得很清楚终于懂了弹幕护体#1567,
学习区,learn_5,讲得有点快跟不上救命#2422,
生活区,life_1,快乐就是这么简单同感#453,
生活区,life_4,真的很放松哈哈#1960,
学习区,learn_3,这个公式太痛苦姐妹们#1391,0
学习区,learn_4,这个公式太痛苦三连了#1532,
生活区,life_1,有点无聊看不下去确实#88,0
生活区,life_1,看完心情变好了第88遍看#476,
学习区,learn_3,太难了完全听不懂期末人破防#1054,
学习区,learn_3,越学越焦虑确实#1493,1
生活区,life_3,这种分享很真实哈哈#1357,
生活区,life_4,看完心情变好了救命#1608,
学习区,learn_3,作业好多真的累同感#1244,
生活区,life_3,体验一般弹幕护体#1054,
学习区,learn_2,终于把公式理解了打卡49#728,
生活区,life_2,这种分享很真实救命#925,
